postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"3321","204","632","30.7","903","768","135","0","194","10","0","26158","167,411","32.7"
"3322","11","97","11.3","34","34","0","0","11","0","0","4262","27,279","5.5"
"3323","3","55","5.5","16","16","0","0","3","0","0","5365","34,336","6.9"
"3324","71","298","23.2","282","258","24","0","69","2","0","10801","69,125","13.9"
"3325","69","265","25.3","308","268","40","0","67","2","0","14385","92,065","18.6"
"3328","233","659","34.4","921","843","78","0","227","6","0","1435","9,184","1.8"
"3329","25","123","20.3","95","95","0","0","25","0","0","8115","51,938","10.5"
"3330","24","99","21.2","120","78","42","0","21","3","0","6221","39,817","8"
"3331","768","2377","30.9","3411","2864","547","0","735","33","0","24808","158,770","31"
"3332","140","378","33.6","999","448","551","0","127","13","0","14486","92,713","18.1"
"3333","97","359","25.1","494","311","183","0","90","7","0","14369","91,962","18.5"
"3334","53","264","19.3","200","177","23","0","51","2","0","12614","80,730","16.3"
"3335","545","3051","17.4","2954","2447","507","0","531","14","0","24090","154,179","29.8"
"3337","3194","14812","21.1","12630","10537","1792","300","3119","74","1","18816","120,422","23.1"
"3338","2125","10346","20.2","8854","8056","799","0","2095","30","0","11939","76,409","15.4"
"3340","1998","9169","21.1","7922","6834","1088","0","1933","65","0","45300","289,921","58.2"
"3341","209","630","32.7","844","792","52","0","206","3","0","7755","49,634","10"
"3342","451","1507","28.9","1871","1514","358","0","436","15","0","21992","140,747","28.4"
"3345","183","469","38.2","789","739","49","0","179","4","0","7640","48,897","9.9"
"3350","3423","27542","11.9","16616","11763","3974","879","3282","137","4","471871","3,019,975","611.3"
"3351","995","3376","28.7","4269","3916","353","0","969","26","0","102754","657,626","132.7"
"3352","1781","6436","26.3","8300","6849","1451","0","1691","90","0","209397","1,340,142","270.5"
"3355","714","5953","11.0","5484","2176","1665","1643","652","59","3","155739","996,728","203.7"
"3356","1059","8416","12.0","5248","3664","1340","243","1010","48","1","132079","845,304","172.2"
"3357","370","1467","24.5","1583","1371","212","0","360","10","0","29374","187,996","38"
"3360","87","446","18.8","349","307","42","0","84","3","0","9472","60,619","12.2"
"3361","74","351","20.2","416","270","146","0","71","3","0","11698","74,869","15.1"
"3363","404","1639","23.7","1674","1401","273","0","389","15","0","37206","238,119","48.1"
"3364","270","1005","25.5","1164","982","182","0","256","14","0","44715","286,174","57.7"
"3370","261","928","27.2","1100","950","150","0","252","9","0","24691","158,021","31.9"
"3371","183","619","28.6","716","623","93","0","177","6","0","12999","83,194","16.8"
"3373","294","1164","23.7","1443","1009","434","0","276","18","0","24296","155,495","31.3"
"3374","65","200","29.5","367","229","138","0","59","6","0","9113","58,322","12.3"
"3375","17","96","17.7","80","80","0","0","17","0","0","9674","61,914","13"
"3377","859","4153","19.8","3764","2986","777","0","823","36","0","117182","749,962","157.9"
"3378","11","54","18.5","61","51","10","0","10","1","0","8396","53,735","11.3"
"3379","83","417","18.7","349","280","70","0","78","5","0","31987","204,717","42.9"
"3380","548","2739","18.7","2857","1841","1016","0","513","35","0","70153","448,978","94.8"
"3381","170","900","18.2","738","653","85","0","164","6","0","18768","120,114","25.2"
"3384","71","310","21.9","320","282","38","0","68","3","0","16915","108,259","22.7"
"3385","81","268","28.7","344","255","89","0","77","4","0","16979","108,664","22.8"
"3387","57","171","32.2","254","229","25","0","55","2","0","17510","112,062","23.5"
"3388","77","265","28.7","337","276","61","0","76","1","0","17358","111,092","23.3"
"3390","130","481","26.0","483","411","72","0","125","5","0","23530","150,592","31.7"
"3391","24","88","25.0","112","83","30","0","22","2","0","6319","40,439","8.5"
"3392","85","312","26.3","356","280","76","0","82","3","0","18032","115,402","24.3"
"3393","327","1274","24.4","1421","1150","271","0","311","16","0","60490","387,138","81.7"
"3395","73","208","35.1","264","264","0","0","73","0","0","13978","89,458","18.8"
"3396","102","374","25.4","457","310","148","0","95","7","0","13006","83,241","17.5"
"3400","1271","6713","18.0","6329","4678","1652","0","1211","60","0","158569","1,014,840","214.6"
"3401","568","1823","30.4","2532","2347","185","0","554","14","0","128604","823,064","173.3"
"3407","49","200","24.5","191","191","0","0","49","0","0","13950","89,282","17.8"
"3409","173","506","33.4","620","546","74","0","169","4","0","27435","175,585","36.9"
"3412","50","160","31.3","136","136","0","0","50","0","0","7437","47,600","10"
"3413","18","138","12.3","83","73","10","0","17","1","0","11261","72,071","15.2"
"3414","273","865","30.2","1282","869","254","160","261","11","1","18141","116,100","24.4"
"3418","373","1378","26.1","1535","1252","283","0","359","14","0","57408","367,408","77.3"
"3419","127","424","29.5","433","410","22","0","125","2","0","23273","148,947","31.4"
"3420","31","151","20.5","125","125","0","0","31","0","0","8720","55,807","11.7"
"3423","74","290","25.2","299","264","35","0","73","1","0","9221","59,015","12.4"
"3424","95","440","20.5","444","331","113","0","90","5","0","18315","117,215","24.7"
"3427","336","1279","25.0","1510","1277","233","0","320","16","0","31354","200,664","38.6"
"3428","75","240","27.1","489","298","192","0","65","10","0","12366","79,141","15.2"
"3429","2896","13595","20.6","11804","10013","1791","0","2800","96","0","275296","1,761,894","339.8"
"3430","29","127","19.7","143","95","48","0","25","4","0","6243","39,955","8"
"3431","463","1555","29.2","1847","1722","125","0","454","9","0","40538","259,445","52.1"
"3432","29","89","29.2","153","117","36","0","26","3","0","4744","30,364","6.1"
"3433","30","78","34.6","133","97","37","0","27","3","0","5191","33,224","6.7"
"3434","573","1900","29.5","2398","2206","192","0","561","12","0","21417","137,066","27.5"
"3435","376","1280","27.6","1687","1376","311","0","353","23","0","22336","142,952","28.7"
"3437","1038","4409","22.0","5143","3999","1143","0","970","68","0","35603","227,862","43.8"
"3438","219","896","22.4","1199","789","410","0","201","18","0","4510","28,862","5.5"
"3440","186","798","22.3","761","655","107","0","178","8","0","3175","20,322","3.9"
"3441","100","616","15.1","523","360","164","0","93","7","0","2340","14,975","3"
"3442","939","3170","28.1","4418","3448","970","0","890","49","0","41003","262,417","52.6"
"3444","1169","4366","25.3","7004","4121","1392","1491","1104","64","1","70315","450,017","93.8"
"3446","165","493","32.9","616","583","32","0","162","3","0","6190","39,613","8.3"
"3447","93","243","37.4","352","330","21","0","91","2","0","6703","42,897","8.9"
"3448","176","452","38.3","659","627","32","0","173","3","0","15662","100,234","20.9"
"3450","1126","3719","29.3","4093","3224","631","238","1091","34","1","76217","487,790","102.4"
"3451","804","2547","30.7","3046","2657","389","0","782","22","0","57261","366,473","76.4"
"3453","332","757","42.4","1503","1266","237","0","321","11","0","26174","167,512","34.9"
"3458","317","1235","24.7","1327","1169","157","0","305","12","0","14627","93,615","18.8"
"3460","338","1887","17.2","1518","1062","455","0","324","14","0","1870","11,966","2.4"
"3461","694","2714","25.2","2559","2416","143","0","683","11","0","51730","331,070","66.8"
"3462","235","645","36.0","800","760","40","0","232","3","0","17838","114,162","23"
"3463","491","1476","32.4","1813","1593","220","0","478","13","0","23593","150,995","31.5"
"3464","163","520","29.2","954","538","416","0","152","11","0","6384","40,856","8.2"
"3465","1306","5007","25.2","7048","4464","1344","1240","1260","45","1","129475","828,642","167.8"
"3467","233","618","35.6","1047","834","213","0","220","13","0","18569","118,843","24"
"3468","60","159","36.5","286","194","93","0","58","2","0","6859","43,899","8.8"
"3469","45","155","27.7","202","180","21","0","43","2","0","6669","42,683","9"
"3472","297","862","33.6","1057","940","117","0","290","7","0","19289","123,448","25.7"
"3475","66","234","27.8","261","249","12","0","65","1","0","12623","80,787","16.8"
"3477","123","455","26.2","472","420","51","0","119","4","0","40486","259,111","54.4"
"3478","345","1344","24.3","1700","1138","562","0","326","19","0","42649","272,954","57.4"
"3480","185","869","19.2","1105","605","500","0","167","18","0","53280","340,990","71.8"
"3482","32","114","24.6","263","99","164","0","28","4","0","8806","56,356","11.8"
"3483","126","407","28.0","695","461","234","0","114","12","0","14002","89,612","20.2"
"3485","45","205","21.5","198","187","11","0","44","1","0","11971","76,617","17.3"
"3487","15","43","","63","43","20","0","14","1","0","3679","23,546","5.3"
"3488","17","65","24.6","63","51","13","0","16","1","0","4789","30,652","6.9"
"3489","6","39","","27","27","0","0","6","0","0","3681","23,558","5.3"
"3490","147","691","19.4","822","545","277","0","134","13","0","32298","206,705","47.1"
"3491","19","71","25.4","75","64","10","0","18","1","0","5940","38,018","8.7"
"3494","44","366","9.6","113689","140","91","113458","35","7","2","16996","108,775","24.7"
"3496","653","2722","21.8","5074","2561","1447","1066","594","58","1","96248","615,986","140.4"
"3498","509","2039","21.9","3338","2045","1292","0","446","63","0","75124","480,791","109.8"
"3500","2483","14468","15.2","16704","9032","7521","150","2204","278","1","324071","2,074,054","474.7"
"3501","267","710","32.5","5104","992","587","3524","231","35","1","28872","184,779","42.1"
"3505","551","1860","27.5","3576","2128","1147","301","512","38","1","67111","429,509","98"
"3507","23","73","31.5","90","90","0","0","23","0","0","4998","31,987","7.3"
"3509","37","115","31.3","157","147","11","0","36","1","0","4571","29,256","6.7"
"3512","52","209","23.9","197","172","25","0","50","2","0","12593","80,598","18.3"
"3515","238","762","29.9","1184","952","232","0","228","10","0","29361","187,909","39.1"
"3516","106","331","29.6","941","329","112","500","98","7","1","11949","76,475","15.9"
"3517","258","717","33.9","1238","754","484","0","243","15","0","30521","195,332","40.7"
"3518","222","794","27.3","885","739","146","0","217","5","0","18556","118,757","24.7"
"3520","35","102","32.4","141","101","40","0","33","2","0","3059","19,579","4.1"
"3521","103","277","35.7","445","386","59","0","99","4","0","3856","24,677","4.9"
"3522","62","165","37.0","239","229","10","0","61","1","0","6883","44,053","8.8"
"3523","700","2232","30.2","2866","2393","474","0","675","25","0","36199","231,676","48.3"
"3525","222","673","31.4","1102","785","317","0","211","11","0","19889","127,289","28.7"
"3527","107","421","23.5","544","379","165","0","99","8","0","24008","153,654","34.6"
"3529","13","43","","77","57","20","0","11","2","0","5057","32,364","7.3"
"3530","17","68","22.1","95","54","41","0","15","2","0","6372","40,782","9.2"
"3531","22","82","26.8","85","85","0","0","22","0","0","6714","42,971","9.7"
"3533","110","401","25.9","529","388","141","0","104","6","0","19554","125,144","28.2"
"3537","144","485","28.5","743","542","202","0","138","6","0","16593","106,193","24"
"3540","57","155","33.5","231","167","64","0","52","5","0","7310","46,785","10.5"
"3542","22","68","30.9","109","99","10","0","21","1","0","6238","39,921","9"
"3544","44","128","30.5","248","176","72","0","39","5","0","11693","74,838","16.9"
"3546","67","195","33.3","328","273","55","0","65","2","0","13782","88,204","19.9"
"3549","223","1490","12.1","222104","736","1001","220367","181","39","3","64424","412,314","94"
"3550","3257","20172","15.3","15319","9934","5265","120","3082","174","1","366178","2,343,538","490.7"
"3551","3763","12156","29.5","19410","14179","3930","1301","3588","172","3","334432","2,140,366","446.8"
"3555","1718","9419","17.6","7339","5511","1678","150","1661","56","1","164522","1,052,938","220.3"
"3556","1253","6516","18.8","4743","4061","682","0","1224","29","0","106265","680,097","142"
"3557","109","338","30.2","533","419","114","0","102","7","0","13457","86,122","18"
"3558","155","498","30.1","632","521","112","0","150","5","0","10489","67,131","14"
"3559","52","291","16.2","339","178","160","0","47","5","0","17002","108,810","24"
"3561","691","2010","31.7","3701","2313","1092","297","637","53","1","77169","493,884","109"
"3562","47","125","32.0","366","173","194","0","40","7","0","8529","54,584","12"
"3563","112","367","28.6","569","415","154","0","105","7","0","8338","53,364","11.1"
"3564","2102","7581","25.6","11214","7674","3540","0","1940","162","0","51363","328,721","72.5"
"3565","11","49","","93","43","50","0","9","2","0","2946","18,856","3.9"
"3566","87","273","27.5","603","282","320","0","75","12","0","7929","50,746","10.6"
"3567","94","312","23.1","831","280","552","0","72","22","0","12840","82,177","17.1"
"3568","422","1400","26.9","2833","1548","1285","0","376","46","0","24775","158,560","35.7"
"3570","137","320","41.6","508","461","47","0","133","4","0","15190","97,214","20.2"
"3571","59","139","36.0","427","210","217","0","50","9","0","10961","70,152","14.6"
"3572","13","70","14.3","89","42","46","0","10","3","0","13857","88,682","18.5"
"3573","41","166","21.1","341","130","211","0","35","6","0","13439","86,010","17.9"
"3575","100","432","21.5","774","347","127","300","93","6","1","23909","153,020","31.9"
"3579","797","2639","27.4","65034","2804","1995","60236","723","73","1","58568","374,835","84.5"
"3580","164","504","31.3","951","591","360","0","158","6","0","13912","89,038","20.2"
"3581","34","105","30.5","151","127","24","0","32","2","0","5234","33,498","7.5"
"3583","26","86","25.6","145","98","47","0","22","4","0","4163","26,643","6"
"3584","130","475","24.8","743","525","217","0","118","12","0","16232","103,886","23.4"
"3585","1159","4673","21.6","28714","4133","3494","21087","1009","147","3","134597","861,418","195.1"
"","","4673","","","","","","","","","","",""
"3586","97","286","29.0","672","351","321","0","83","14","0","16295","104,290","23.5"
"3588","65","156","38.5","417","249","168","0","60","5","0","2185","13,984","3.2"
